no,subject,date,room,part,score,reduction,outcome
1264,staff_11,2019/04/17,506,tap,1,1,0
1265,staff_11,2019/04/17,506,toilet_seat_switch,1,1,0
1266,staff_11,2019/04/17,506,toiletseat,1,1,0
1267,staff_11,2019/04/17,506,toiletseat,1,0.833333333333333,0
1268,staff_11,2019/04/17,506,UBhandrail,1,1,0
1269,staff_11,2019/04/17,570,bedrail,1,1,0
1270,staff_11,2019/04/17,570,bedrail,1,1,0
1271,staff_11,2019/04/17,570,bedrail,1,1,0
1272,staff_11,2019/04/17,570,dispencer,1,,0
1273,staff_11,2019/04/17,570,UBlight_sw,1,1,0
1274,staff_11,2019/04/17,570,chair,1,,0
1275,staff_11,2019/04/17,570,toiletseat,1,0.243243243243243,0
1276,staff_11,2019/04/17,570,toiletseat,1,,0
1277,staff_11,2019/04/17,570,toiletseat,1,1,0
1278,staff_11,2019/10/31,756,bedrail,1,1,0
1279,staff_11,2019/10/31,756,bedrail,1,1,0
1280,staff_11,2019/10/31,756,bedrail,1,1,0
1281,staff_11,2019/10/31,756,bedcontroller,1,1,0
1282,staff_11,2019/10/31,756,overhead_table,1,1,0
1283,staff_11,2019/10/31,756,dispencer,1,1,0
1284,staff_11,2019/10/31,756,toiletseat,1,1,0
1285,staff_11,2019/10/31,756,toiletseat,1,,0
1286,staff_11,2019/10/31,756,showerhead,1,1,0
1287,staff_11,2019/11/01,588,bedrail,1,1,0
1288,staff_11,2019/11/01,588,bedrail,1,1,0
1289,staff_11,2019/11/01,588,bedrail,1,1,0
1290,staff_11,2019/11/01,588,bedrail,1,1,0
1291,staff_11,2019/11/01,588,bedboard,1,1,0
1292,staff_11,2019/11/01,588,tap,1,0.802816901408451,0
1293,staff_11,2019/11/01,588,toiletseat,1,,0
1294,staff_11,2019/11/01,588,toiletseat,1,,0
1295,staff_11,2019/11/01,588,UBhandrail,1,,0
1296,staff_11,2019/06/25,716,doorhandle,,1,0
1297,staff_11,2019/07/02,333,closette,,1,1
1298,staff_11,2019/11/11,306,closette,,1,0
1299,staff_12,2018/06/13,771,bedrail,0,,0
1300,staff_12,2018/06/13,771,bedrail,0,,0
1301,staff_12,2018/06/13,771,UBlight_sw,0,,0
1302,staff_12,2018/06/13,771,closette,0,,0
1303,staff_12,2018/06/13,771,toiletseat,0,,0
1304,staff_12,2018/06/13,771,toiletseat,0,,0
1305,staff_12,2018/06/13,771,toiletseat,0,,0
1306,staff_12,2018/06/13,723,bedrail,0,,0
1307,staff_12,2018/06/13,723,overhead_table,0,,0
1308,staff_12,2018/06/13,723,tap,0,-1.5,0
1309,staff_12,2018/06/13,723,UBlight_sw,0,,0
1310,staff_12,2018/06/13,723,chair,0,,0
1311,staff_12,2018/12/11,721,bedboard,0,,0
1312,staff_12,2018/12/11,721,UBhandrail,0,,0
1313,staff_12,2018/12/18,722,bedrail,0,,0
1314,staff_12,2018/12/18,722,bedrail,0,,0
1315,staff_12,2018/12/18,722,dispencer,0,,0
1316,staff_12,2018/12/18,722,UBlight_sw,0,,0
1317,staff_12,2018/12/18,722,chair,0,-1,0
1318,staff_12,2018/12/18,722,toiletseat,0,-0.2,0
1319,staff_12,2018/12/18,722,toiletseat,0,-0.888888888888889,0
1320,staff_12,2018/12/18,722,UBhandrail,0,,0
1321,staff_12,2019/04/04,730,bedrail,0,,0
1322,staff_12,2019/04/04,730,bedrail,0,,0
1323,staff_12,2019/04/04,730,bedrail,0,,0
1324,staff_12,2019/04/04,730,bedrail,0,,0
1325,staff_12,2019/04/04,730,bedside_table,0,-8,0
1326,staff_12,2019/04/04,730,dispencer,0,,0
1327,staff_12,2019/04/04,730,UBlight_sw,0,,0
1328,staff_12,2019/04/04,730,doorhandle,0,,0
1329,staff_12,2019/04/04,730,toilet_seat_switch,0,,0
1330,staff_12,2019/04/04,730,UBhandrail,0,,0
1331,staff_12,2019/04/05,730,bedrail,0,-97,0
1332,staff_12,2019/04/05,730,bedrail,0,-0.333333333333333,0
1333,staff_12,2019/04/05,730,bedrail,0,,0
1334,staff_12,2019/04/05,730,bedrail,0,-4,0
1335,staff_12,2019/04/05,730,dispencer,0,,0
1336,staff_12,2019/04/05,730,UBlight_sw,0,,0
1337,staff_12,2019/04/05,730,doorhandle,0,,0
1338,staff_12,2019/04/05,730,UBhandrail,0,-1,0
1339,staff_12,2019/04/11,703,bedrail,0,,0
1340,staff_12,2019/04/11,703,bedrail,0,,0
1341,staff_12,2019/04/11,703,bedrail,0,,0
1342,staff_12,2019/04/11,703,bedside_table,0,,0
1343,staff_12,2019/04/11,703,dispencer,0,,0
1344,staff_12,2019/04/11,703,UBlight_sw,0,,0
1345,staff_12,2019/04/11,703,toilet_seat_switch,0,,0
1346,staff_12,2019/04/11,703,UBhandrail,0,,0
1347,staff_12,2019/06/27,866,bedrail,0,,0
1348,staff_12,2019/06/27,866,bedboard,0,,0
1349,staff_12,2019/06/27,866,bedboard,0,,0
1350,staff_12,2019/06/27,866,overhead_table,0,,0
1351,staff_12,2019/06/27,866,dispencer,0,,0
1352,staff_12,2019/06/27,866,UBlight_sw,0,,0
1353,staff_12,2019/06/27,866,doorhandle,0,,0
1354,staff_12,2019/06/27,866,showerhead,0,,0
1355,staff_12,2019/10/31,722,bedrail,0,-6.6,0
1356,staff_12,2019/10/31,722,overhead_table,0,,0
1357,staff_12,2019/10/31,722,dispencer,0,,0
1358,staff_12,2019/10/31,722,closette,0,,0
1359,staff_12,2019/10/31,770,bedrail,0,,0
1360,staff_12,2019/10/31,770,callbotton,0,,0
1361,staff_12,2019/10/31,770,UBlight_sw,0,,0
1362,staff_12,2019/10/31,770,doorhandle,0,,0
1363,staff_12,2019/10/31,770,toilet_seat_switch,0,-0.909090909090909,0
1364,staff_12,2019/10/31,770,toiletseat,0,,0
1365,staff_12,2018/06/13,771,callbotton,0.5,,0
1366,staff_12,2018/06/13,723,bedrail,0.5,,0
1367,staff_12,2018/06/13,723,bedrail,0.5,,0
1368,staff_12,2018/06/13,723,bedside_table,0.5,1,0
1369,staff_12,2018/06/13,723,toilet_seat_switch,0.5,,0
1370,staff_12,2018/12/11,721,bedrail,0.5,,0
1371,staff_12,2018/12/11,721,bedrail,0.5,,0
1372,staff_12,2018/12/11,721,UBlight_sw,0.5,,0
1373,staff_12,2018/12/11,721,chair,0.5,,0
1374,staff_12,2018/12/18,722,bedrail,0.5,,0
1375,staff_12,2018/12/18,722,callbotton,0.5,,0
1376,staff_12,2018/12/18,722,toilet_seat_switch,0.5,,0
1377,staff_12,2019/04/04,730,bedrail,0.5,,0
1378,staff_12,2019/04/05,730,bedrail,0.5,,0
1379,staff_12,2019/04/11,703,closette,0.5,1,0
1380,staff_12,2019/06/27,866,callbotton,0.5,,0
1381,staff_12,2019/06/27,866,toilet_seat_switch,0.5,,0
1382,staff_12,2019/10/31,722,bedcontroller,0.5,,0
1383,staff_12,2019/10/31,722,bedside_table,0.5,1,0
1384,staff_12,2019/10/31,770,bedrail,0.5,,0
1385,staff_12,2019/10/31,770,bedrail,0.5,,0
1386,staff_12,2018/06/13,771,bedrail,1,,0
1387,staff_12,2018/06/13,771,bedrail,1,,0
1388,staff_12,2018/06/13,771,bedrail,1,,0
1389,staff_12,2018/06/13,771,bedboard,1,,0
1390,staff_12,2018/06/13,771,overhead_table,1,,0
1391,staff_12,2018/06/13,771,tap,1,,0
1392,staff_12,2018/06/13,771,UBhandrail,1,1,0
1393,staff_12,2018/06/13,723,bedrail,1,,0
1394,staff_12,2018/06/13,723,bedrail,1,,0
1395,staff_12,2018/06/13,723,bedboard,1,,0
1396,staff_12,2018/06/13,723,toiletseat,1,,0
1397,staff_12,2018/06/13,723,toiletseat,1,,0
1398,staff_12,2018/06/13,723,showerhead,1,,0
1399,staff_12,2018/12/11,721,bedrail,1,,0
1400,staff_12,2018/12/11,721,bedboard,1,,0
1401,staff_12,2018/12/11,721,bedcontroller,1,1,0
1402,staff_12,2018/12/11,721,overhead_table,1,,0
1403,staff_12,2018/12/11,721,callbotton,1,,0
1404,staff_12,2018/12/11,721,tap,1,1,0
1405,staff_12,2018/12/11,721,toilet_seat_switch,1,,0
1406,staff_12,2018/12/11,721,toiletseat,1,,0
1407,staff_12,2018/12/11,721,toiletseat,1,,0
1408,staff_12,2018/12/18,722,bedrail,1,,0
1409,staff_12,2018/12/18,722,bedrail,1,,0
1410,staff_12,2018/12/18,722,bedboard,1,1,0
1411,staff_12,2018/12/18,722,overhead_table,1,,0
1412,staff_12,2019/04/04,730,bedrail,1,,0
1413,staff_12,2019/04/04,730,overhead_table,1,,0
1414,staff_12,2019/04/04,730,toiletseat,1,,0
1415,staff_12,2019/04/04,730,toiletseat,1,1,0
1416,staff_12,2019/04/05,730,bedrail,1,,0
1417,staff_12,2019/04/05,730,overhead_table,1,1,0
1418,staff_12,2019/04/05,730,callbotton,1,,0
1419,staff_12,2019/04/05,730,toiletseat,1,0.875,0
1420,staff_12,2019/04/05,730,toiletseat,1,0.333333333333333,0
1421,staff_12,2019/04/05,730,toiletseat,1,1,0
1422,staff_12,2019/04/11,703,bedrail,1,,0
1423,staff_12,2019/04/11,703,bedrail,1,0.863636363636364,0
1424,staff_12,2019/04/11,703,bedrail,1,1,0
1425,staff_12,2019/04/11,703,overhead_table,1,1,0
1426,staff_12,2019/04/11,703,toiletseat,1,1,0
1427,staff_12,2019/04/11,703,toiletseat,1,1,0
1428,staff_12,2019/06/27,866,bedrail,1,1,0
1429,staff_12,2019/06/27,866,bedrail,1,1,0
1430,staff_12,2019/06/27,866,bedrail,1,1,0
1431,staff_12,2019/06/27,866,toiletseat,1,,0
1432,staff_12,2019/06/27,866,toiletseat,1,,0
1433,staff_12,2019/10/31,722,bedrail,1,1,0
1434,staff_12,2019/10/31,722,bedrail,1,1,0
1435,staff_12,2019/10/31,722,bedrail,1,1,0
1436,staff_12,2019/10/31,722,bedrail,1,1,0
1437,staff_12,2019/10/31,722,handrail,1,,0
1438,staff_12,2019/10/31,722,toiletseat,1,,0
1439,staff_12,2019/10/31,722,toiletseat,1,,0
1440,staff_12,2019/10/31,722,toiletseat,1,,0
1441,staff_12,2019/10/31,722,UBhandrail,1,1,0
1442,staff_12,2019/10/31,770,bedrail,1,1,0
1443,staff_12,2019/10/31,770,bedrail,1,1,0
1444,staff_12,2019/10/31,770,bedrail,1,,0
1445,staff_12,2019/10/31,770,overhead_table,1,1,0
1446,staff_12,2019/10/31,770,tap,1,,0
1447,staff_12,2019/10/31,770,toiletseat,1,,0
1448,staff_12,2019/10/31,770,showerhead,1,,0
1449,staff_12,2019/01/17,720,UBlight_sw,,0.666666666666667,0
1450,staff_12,2019/07/04,772,UBlight_sw,,1,0
1451,staff_12,2019/11/11,717,dispencer,,1,0
1452,staff_12,2019/11/11,717,UBlight_sw,,1,0
1453,staff_12,2019/11/11,717,doorhandle,,1,0
1454,staff_13,2018/05/28,711,bedrail,0,,0
1455,staff_13,2018/05/28,711,bedrail,0,1,0
1456,staff_13,2018/05/28,711,bedrail,0,,0
1457,staff_13,2018/05/28,711,overhead_table,0,,0
1458,staff_13,2018/05/28,711,dispencer,0,,0
1459,staff_13,2018/05/28,716,bedrail,0,1,0
1460,staff_13,2018/05/28,716,bedrail,0,0.5,0
1461,staff_13,2018/05/28,716,bedrail,0,0.5,0
1462,staff_13,2018/05/28,716,bedrail,0,,0
1463,staff_13,2018/05/28,716,dispencer,0,,0
1464,staff_13,2018/05/28,716,UBlight_sw,0,0.666666666666667,0
1465,staff_13,2018/05/28,716,closette,0,,0
1466,staff_13,2018/06/13,755,bedrail,0,,0
1467,staff_13,2018/06/13,755,bedrail,0,,0
1468,staff_13,2018/06/13,755,bedrail,0,,0
1469,staff_13,2018/06/13,755,bedboard,0,,0
1470,staff_13,2018/06/13,755,overhead_table,0,,0
1471,staff_13,2018/06/13,755,dispencer,0,,0
1472,staff_13,2018/06/13,755,handrail,0,,0
1473,staff_13,2018/06/13,755,chair,0,,0
1474,staff_13,2018/06/14,740,bedrail,0,,0
1475,staff_13,2018/06/14,740,bedrail,0,,0
1476,staff_13,2018/06/14,740,bedrail,0,,0
1477,staff_13,2018/06/14,740,bedrail,0,,0
1478,staff_13,2018/06/14,740,bedside_table,0,,0
1479,staff_13,2018/06/14,740,dispencer,0,,0
1480,staff_13,2018/06/14,740,UBlight_sw,0,,0
1481,staff_13,2018/06/14,740,doorhandle,0,,0
1482,staff_13,2018/06/15,777,bedrail,0,,0
1483,staff_13,2018/06/15,777,bedrail,0,,0
1484,staff_13,2018/06/15,777,bedrail,0,,0
1485,staff_13,2018/06/15,777,bedboard,0,,0
1486,staff_13,2018/06/15,777,callbotton,0,,0
1487,staff_13,2018/06/15,777,chair,0,,0
1488,staff_13,2018/06/15,777,toilet_seat_switch,0,,0
1489,staff_13,2018/05/28,711,handrail,0.5,,0
1490,staff_13,2018/05/28,711,toilet_seat_switch,0.5,,0
1491,staff_13,2018/05/28,716,bedrail,0.5,1,0
1492,staff_13,2018/05/28,716,toilet_seat_switch,0.5,,0
1493,staff_13,2018/06/13,755,bedrail,0.5,0.941176470588235,0
1494,staff_13,2018/06/13,755,bedboard,0.5,,0
1495,staff_13,2018/06/13,755,UBhandrail,0.5,,0
1496,staff_13,2018/06/15,777,bedrail,0.5,,0
1497,staff_13,2018/05/28,711,bedrail,1,1,0
1498,staff_13,2018/05/28,711,bedrail,1,0.7,0
1499,staff_13,2018/05/28,711,bedrail,1,1,0
1500,staff_13,2018/05/28,711,bedside_table,1,1,0
1501,staff_13,2018/05/28,711,doorhandle,1,,0
1502,staff_13,2018/05/28,711,toiletseat,1,,0
1503,staff_13,2018/05/28,711,toiletseat,1,,0
1504,staff_13,2018/05/28,711,UBhandrail,1,1,0
1505,staff_13,2018/05/28,716,bedrail,1,1,0
1506,staff_13,2018/05/28,716,overhead_table,1,,0
1507,staff_13,2018/05/28,716,bedside_table,1,1,0
1508,staff_13,2018/05/28,716,toiletseat,1,,0
1509,staff_13,2018/05/28,716,toiletseat,1,,0
1510,staff_13,2018/05/28,716,UBhandrail,1,1,0
1511,staff_13,2018/06/13,755,callbotton,1,,0
1512,staff_13,2018/06/13,755,toiletseat,1,,0
1513,staff_13,2018/06/13,755,toiletseat,1,1,0
1514,staff_13,2018/06/13,755,toiletseat,1,1,0
1515,staff_13,2018/06/14,740,bedrail,1,0.944444444444444,0
1516,staff_13,2018/06/14,740,bedrail,1,1,0
1517,staff_13,2018/06/14,740,overhead_table,1,1,0
1518,staff_13,2018/06/14,740,toiletseat,1,1,0
1519,staff_13,2018/06/14,740,toiletseat,1,1,0
1520,staff_13,2018/06/14,740,toiletseat,1,1,0
1521,staff_13,2018/06/14,740,UBhandrail,1,,0
1522,staff_13,2018/06/15,777,bedrail,1,,0
1523,staff_13,2018/06/15,777,overhead_table,1,1,0
1524,staff_13,2018/06/15,777,tap,1,-2.5,0
1525,staff_13,2018/06/15,777,handrail,1,1,0
1526,staff_13,2018/06/15,777,toiletseat,1,1,0
1527,staff_13,2018/06/15,777,toiletseat,1,,0
1528,staff_13,2018/06/15,777,showerhead,1,-7,0
1529,staff_13,2018/03/12,790,chair,,1,0
1530,staff_13,2018/08/29,785,closette,,1,0
1531,staff_14,2018/06/05,403,bedrail,0,,1
1532,staff_14,2018/06/05,403,bedcontroller,0,,1
1533,staff_14,2018/06/05,403,overhead_table,0,,1
1534,staff_14,2018/06/05,403,dispencer,0,,1
1535,staff_14,2018/06/05,403,handrail,0,,1
1536,staff_14,2018/06/05,403,toilet_seat_switch,0,,1
1537,staff_14,2018/06/05,403,toiletseat,0,,1
1538,staff_14,2018/06/05,403,showerhead,0,,1
1539,staff_14,2018/06/07,503,bedrail,0,,0
1540,staff_14,2018/06/07,503,bedrail,0,,0
1541,staff_14,2018/06/07,503,overhead_table,0,,0
1542,staff_14,2018/06/07,503,bedside_table,0,,0
1543,staff_14,2018/06/07,503,chair,0,,0
1544,staff_14,2018/06/07,546,bedrail,0,,0
1545,staff_14,2018/06/07,546,bedboard,0,,0
1546,staff_14,2018/06/07,546,bedside_table,0,,0
1547,staff_14,2018/06/13,553,bedrail,0,,0
1548,staff_14,2018/06/13,553,bedside_table,0,,0
1549,staff_14,2018/06/13,553,UBlight_sw,0,,0
1550,staff_14,2018/12/18,1023,bedrail,0,,0
1551,staff_14,2018/12/18,1023,bedrail,0,,0
1552,staff_14,2018/12/18,1023,bedrail,0,,0
1553,staff_14,2018/12/18,1023,bedrail,0,,0
1554,staff_14,2018/12/18,1023,bedrail,0,,0
1555,staff_14,2018/12/18,1023,dispencer,0,,0
1556,staff_14,2018/12/18,1023,UBlight_sw,0,,0
1557,staff_14,2018/12/18,1023,closette,0,,0
1558,staff_14,2018/12/18,1023,UBhandrail,0,,0
1559,staff_14,2018/12/25,535,bedrail,0,,0
1560,staff_14,2018/12/25,535,bedrail,0,,0
1561,staff_14,2018/12/25,535,bedrail,0,,0
1562,staff_14,2018/12/25,535,bedrail,0,,0
1563,staff_14,2018/12/25,535,bedboard,0,,0
1564,staff_14,2018/12/25,535,overhead_table,0,,0
1565,staff_14,2018/12/25,535,bedside_table,0,,0
1566,staff_14,2019/02/07,652,bedrail,0,,0
1567,staff_14,2019/02/07,652,bedrail,0,,0
1568,staff_14,2019/02/07,652,overhead_table,0,,0
1569,staff_14,2019/02/07,652,bedside_table,0,,0
1570,staff_14,2019/02/07,652,dispencer,0,,0
1571,staff_14,2019/02/07,652,doorhandle,0,,0
1572,staff_14,2019/02/07,652,UBhandrail,0,,0
1573,staff_14,2019/04/17,670,bedrail,0,,0
1574,staff_14,2019/04/17,670,bedrail,0,-0.818181818181818,0
1575,staff_14,2019/04/17,670,bedside_table,0,,0
1576,staff_14,2019/04/17,670,tap,0,,0
1577,staff_14,2019/04/17,670,handrail,0,,0
1578,staff_14,2019/04/17,670,chair,0,,0
1579,staff_14,2019/06/27,657,bedrail,0,1,0
1580,staff_14,2019/06/27,657,overhead_table,0,,0
1581,staff_14,2019/06/27,657,bedside_table,0,,0
1582,staff_14,2019/06/27,657,dispencer,0,,0
1583,staff_14,2019/06/27,657,handrail,0,,0
1584,staff_14,2019/06/27,657,chair,0,,0
1585,staff_14,2018/06/07,546,bedrail,0.5,,0
1586,staff_14,2018/06/07,546,tap,0.5,,0
1587,staff_14,2018/06/07,546,UBlight_sw,0.5,,0
1588,staff_14,2018/06/07,546,chair,0.5,1,0
1589,staff_14,2018/06/13,553,tap,0.5,1,0
1590,staff_14,2018/06/13,553,UBhandrail,0.5,,0
1591,staff_14,2018/12/18,1023,toiletseat,0.5,,0
1592,staff_14,2018/12/25,535,tap,0.5,,0
1593,staff_14,2018/12/25,535,showerhead,0.5,,0
1594,staff_14,2019/02/07,652,bedrail,0.5,,0
1595,staff_14,2019/02/07,652,UBlight_sw,0.5,,0
1596,staff_14,2019/04/17,670,UBhandrail,0.5,1,0
1597,staff_14,2019/06/27,657,toilet_seat_switch,0.5,,0
1598,staff_14,2018/06/05,403,bedrail,1,,1
1599,staff_14,2018/06/05,403,bedrail,1,,1
1600,staff_14,2018/06/05,403,bedrail,1,,1
1601,staff_14,2018/06/05,403,bedrail,1,,1
1602,staff_14,2018/06/05,403,callbotton,1,1,1
1603,staff_14,2018/06/05,403,doorhandle,1,,1
1604,staff_14,2018/06/05,403,toiletseat,1,,1
1605,staff_14,2018/06/07,503,bedrail,1,,0
1606,staff_14,2018/06/07,503,bedrail,1,,0
1607,staff_14,2018/06/07,503,bedrail,1,,0
1608,staff_14,2018/06/07,503,bedrail,1,,0
1609,staff_14,2018/06/07,503,dispencer,1,1,0
1610,staff_14,2018/06/07,503,handrail,1,,0
1611,staff_14,2018/06/07,503,toiletseat,1,,0
1612,staff_14,2018/06/07,503,toiletseat,1,,0
1613,staff_14,2018/06/07,503,toiletseat,1,,0
1614,staff_14,2018/06/07,503,showerhead,1,,0
1615,staff_14,2018/06/07,546,bedrail,1,,0
1616,staff_14,2018/06/07,546,bedboard,1,,0
1617,staff_14,2018/06/07,546,bedboard,1,1,0
1618,staff_14,2018/06/07,546,overhead_table,1,1,0
1619,staff_14,2018/06/07,546,toilet_seat_switch,1,,0
1620,staff_14,2018/06/07,546,toiletseat,1,,0
1621,staff_14,2018/06/07,546,toiletseat,1,,0
1622,staff_14,2018/06/07,546,UBhandrail,1,,0
1623,staff_14,2018/06/13,553,bedrail,1,,0
1624,staff_14,2018/06/13,553,bedrail,1,,0
1625,staff_14,2018/06/13,553,bedrail,1,,0
1626,staff_14,2018/06/13,553,bedrail,1,,0
1627,staff_14,2018/06/13,553,bedboard,1,1,0
1628,staff_14,2018/06/13,553,overhead_table,1,1,0
1629,staff_14,2018/06/13,553,closette,1,1,0
1630,staff_14,2018/06/13,553,toilet_seat_switch,1,,0
1631,staff_14,2018/06/13,553,toiletseat,1,,0
1632,staff_14,2018/06/13,553,toiletseat,1,,0
1633,staff_14,2018/12/18,1023,bedrail,1,,0
1634,staff_14,2018/12/18,1023,overhead_table,1,,0
1635,staff_14,2018/12/18,1023,callbotton,1,,0
1636,staff_14,2018/12/18,1023,toilet_seat_switch,1,0.5,0
1637,staff_14,2018/12/18,1023,toiletseat,1,,0
1638,staff_14,2018/12/25,535,bedrail,1,,0
1639,staff_14,2018/12/25,535,UBlight_sw,1,1,0
1640,staff_14,2018/12/25,535,doorhandle,1,,0
1641,staff_14,2018/12/25,535,toiletseat,1,,0
1642,staff_14,2018/12/25,535,toiletseat,1,,0
1643,staff_14,2018/12/25,535,toiletseat,1,,0
1644,staff_14,2019/02/07,652,bedrail,1,,0
1645,staff_14,2019/02/07,652,bedrail,1,,0
1646,staff_14,2019/02/07,652,bedrail,1,,0
1647,staff_14,2019/02/07,652,toiletseat,1,0.75,0
1648,staff_14,2019/02/07,652,toiletseat,1,1,0
1649,staff_14,2019/02/07,652,toiletseat,1,1,0
1650,staff_14,2019/04/17,670,bedrail,1,1,0
1651,staff_14,2019/04/17,670,bedrail,1,1,0
1652,staff_14,2019/04/17,670,bedrail,1,0.909090909090909,0
1653,staff_14,2019/04/17,670,bedboard,1,,0
1654,staff_14,2019/04/17,670,overhead_table,1,,0
1655,staff_14,2019/04/17,670,toilet_seat_switch,1,1,0
1656,staff_14,2019/04/17,670,toiletseat,1,1,0
1657,staff_14,2019/04/17,670,toiletseat,1,,0
1658,staff_14,2019/06/27,657,bedrail,1,1,0
1659,staff_14,2019/06/27,657,bedrail,1,1,0
1660,staff_14,2019/06/27,657,bedrail,1,0.0625,0
1661,staff_14,2019/06/27,657,bedrail,1,1,0
1662,staff_14,2019/06/27,657,bedboard,1,,0
1663,staff_14,2019/06/27,657,toiletseat,1,,0
1664,staff_14,2019/06/27,657,toiletseat,1,,0
1665,staff_14,2019/06/27,657,UBhandrail,1,1,0
1666,staff_14,2019/01/31,652,bedside_table,,1,0
1667,staff_15,2018/05/23,840,bedrail,0,,0
1668,staff_15,2018/05/23,840,bedrail,0.5,,0
1669,staff_15,2018/05/23,840,bedrail,0.5,,0
1670,staff_15,2018/05/23,840,bedrail,0.5,,0
1671,staff_15,2018/05/23,840,bedrail,1,,0
1672,staff_15,2018/05/23,840,bedrail,1,,0
1673,staff_15,2018/05/23,840,overhead_table,1,,0
1674,staff_15,2018/05/23,840,callbotton,1,,0
1675,staff_15,2018/05/23,840,dispencer,1,1,0
1676,staff_15,2018/05/23,840,UBlight_sw,1,,0
1677,staff_15,2018/05/23,840,doorhandle,1,,0
1678,staff_15,2018/05/23,840,toilet_seat_switch,1,1,0
1679,staff_15,2018/05/23,840,toiletseat,1,1,0
1680,staff_15,2018/05/23,840,toiletseat,1,1,0
1681,staff_15,2018/05/23,840,UBhandrail,1,1,0
1682,staff_15,2018/05/24,1028,bedrail,1,1,0
1683,staff_15,2018/05/24,1028,bedrail,1,1,0
1684,staff_15,2018/05/24,1028,bedrail,1,1,0
1685,staff_15,2018/05/24,1028,bedrail,1,1,0
1686,staff_15,2018/05/24,1028,bedrail,1,1,0
1687,staff_15,2018/05/24,1028,bedboard,1,1,0
1688,staff_15,2018/05/24,1028,overhead_table,1,1,0
1689,staff_15,2018/05/24,1028,callbotton,1,,0
1690,staff_15,2018/05/24,1028,tap,1,,0
1691,staff_15,2018/05/24,1028,UBlight_sw,1,,0
1692,staff_15,2018/05/24,1028,doorhandle,1,1,0
1693,staff_15,2018/05/24,1028,toilet_seat_switch,1,,0
1694,staff_15,2018/05/24,1028,toiletseat,1,,0
1695,staff_15,2018/05/24,1028,toiletseat,1,,0
1696,staff_15,2018/05/24,1028,UBhandrail,1,,0
1697,staff_15,2019/02/13,861,handrail,,1,0
